strName,strDistrict,strState,chrStatus
673507,KOZHIKODE,KERALA,N
673509,KOZHIKODE,KERALA,N
673506,KOZHIKODE,KERALA,N
673104,KOZHIKODE,KERALA,N
673541,KOZHIKODE,KERALA,N
673512,KOZHIKODE,KERALA,N
673517,KOZHIKODE,KERALA,N
673308,KOZHIKODE,KERALA,N
673106,KOZHIKODE,KERALA,N
673106,KOZHIKODE,KERALA,N
673517,KOZHIKODE,KERALA,N
673520,KOZHIKODE,KERALA,N
673502,KOZHIKODE,KERALA,N
673501,KOZHIKODE,KERALA,N
673506,KOZHIKODE,KERALA,N
673521,KOZHIKODE,KERALA,N
673514,KOZHIKODE,KERALA,N
673504,KOZHIKODE,KERALA,N
673507,KOZHIKODE,KERALA,N
673506,KOZHIKODE,KERALA,N
673517,KOZHIKODE,KERALA,N
673102,KOZHIKODE,KERALA,N
673508,KOZHIKODE,KERALA,N
673513,KOZHIKODE,KERALA,N
673542,KOZHIKODE,KERALA,N
673542,KOZHIKODE,KERALA,N
673502,KOZHIKODE,KERALA,N
673513,KOZHIKODE,KERALA,N
673519,KOZHIKODE,KERALA,N
673505,KOZHIKODE,KERALA,N
673104,KOZHIKODE,KERALA,N
673515,KOZHIKODE,KERALA,N
673309,KOZHIKODE,KERALA,N
673503,KOZHIKODE,KERALA,N
673521,KOZHIKODE,KERALA,N
673542,KOZHIKODE,KERALA,N
673513,KOZHIKODE,KERALA,N
673503,KOZHIKODE,KERALA,N
673308,KOZHIKODE,KERALA,N
673104,KOZHIKODE,KERALA,N
673542,KOZHIKODE,KERALA,N
673508,KOZHIKODE,KERALA,N
673102,KOZHIKODE,KERALA,N
673310,KOZHIKODE,KERALA,N
673105,KOZHIKODE,KERALA,N
673523,KOZHIKODE,KERALA,N
673513,KOZHIKODE,KERALA,N
673107,KOZHIKODE,KERALA,N
673104,KOZHIKODE,KERALA,N
673109,KOZHIKODE,KERALA,N
673513,KOZHIKODE,KERALA,N
673516,KOZHIKODE,KERALA,N
673505,KOZHIKODE,KERALA,N
673507,KOZHIKODE,KERALA,N
673503,KOZHIKODE,KERALA,N
673110,KOZHIKODE,KERALA,N
673106,KOZHIKODE,KERALA,N
673112,KOZHIKODE,KERALA,N
673504,KOZHIKODE,KERALA,N
673506,KOZHIKODE,KERALA,N
673506,KOZHIKODE,KERALA,N
673507,KOZHIKODE,KERALA,N
673507,KOZHIKODE,KERALA,N
673104,KOZHIKODE,KERALA,N
673308,KOZHIKODE,KERALA,N
673501,KOZHIKODE,KERALA,N
673507,KOZHIKODE,KERALA,N
673530,KOZHIKODE,KERALA,N
673509,KOZHIKODE,KERALA,N
673513,KOZHIKODE,KERALA,N
673111,KOZHIKODE,KERALA,N
673504,KOZHIKODE,KERALA,N
673542,KOZHIKODE,KERALA,N
673507,KOZHIKODE,KERALA,N
673513,KOZHIKODE,KERALA,N
673105,KOZHIKODE,KERALA,N
673509,KOZHIKODE,KERALA,N
673503,KOZHIKODE,KERALA,N
673104,KOZHIKODE,KERALA,N
673102,KOZHIKODE,KERALA,N
673104,KOZHIKODE,KERALA,N
673508,KOZHIKODE,KERALA,N
673509,KOZHIKODE,KERALA,N
673541,KOZHIKODE,KERALA,N
673507,KOZHIKODE,KERALA,N
673541,KOZHIKODE,KERALA,N
673108,KOZHIKODE,KERALA,N
673505,KOZHIKODE,KERALA,N
673103,KOZHIKODE,KERALA,N
673101,KOZHIKODE,KERALA,N
673517,KOZHIKODE,KERALA,N
673542,KOZHIKODE,KERALA,N
673506,KOZHIKODE,KERALA,N
673513,KOZHIKODE,KERALA,N
673506,KOZHIKODE,KERALA,N
673518,KOZHIKODE,KERALA,N
673510,KOZHIKODE,KERALA,N
673104,KOZHIKODE,KERALA,N
673508,KOZHIKODE,KERALA,N
673508,KOZHIKODE,KERALA,N
673506,KOZHIKODE,KERALA,N
673542,KOZHIKODE,KERALA,N
673506,KOZHIKODE,KERALA,N
673632,MALAPPURAM,KERALA,N
673633,MALAPPURAM,KERALA,N
673633,MALAPPURAM,KERALA,N
673633,MALAPPURAM,KERALA,N
673641,MALAPPURAM,KERALA,N
676123,MALAPPURAM,KERALA,N
676509,MALAPPURAM,KERALA,N
673637,MALAPPURAM,KERALA,N
673639,MALAPPURAM,KERALA,N
673638,MALAPPURAM,KERALA,N
673637,MALAPPURAM,KERALA,N
673647,MALAPPURAM,KERALA,N
676541,MALAPPURAM,KERALA,N
676521,MALAPPURAM,KERALA,N
679327,MALAPPURAM,KERALA,N
673639,MALAPPURAM,KERALA,N
673645,MALAPPURAM,KERALA,N
673645,MALAPPURAM,KERALA,N
673638,MALAPPURAM,KERALA,N
676519,MALAPPURAM,KERALA,N
676541,MALAPPURAM,KERALA,N
676122,MALAPPURAM,KERALA,N
676541,MALAPPURAM,KERALA,N
676519,MALAPPURAM,KERALA,N
676513,MALAPPURAM,KERALA,N
673639,MALAPPURAM,KERALA,N
676121,MALAPPURAM,KERALA,N
673637,MALAPPURAM,KERALA,N
676123,MALAPPURAM,KERALA,N
673640,MALAPPURAM,KERALA,N
676123,MALAPPURAM,KERALA,N
673644,MALAPPURAM,KERALA,N
673639,MALAPPURAM,KERALA,N
676522,MALAPPURAM,KERALA,N
673638,MALAPPURAM,KERALA,N
676123,MALAPPURAM,KERALA,N
673641,MALAPPURAM,KERALA,N
673639,MALAPPURAM,KERALA,N
676505,MALAPPURAM,KERALA,N
676505,MALAPPURAM,KERALA,N
676123,MALAPPURAM,KERALA,N
676121,MALAPPURAM,KERALA,N
676122,MALAPPURAM,KERALA,N
676121,MALAPPURAM,KERALA,N
676122,MALAPPURAM,KERALA,N
673648,MALAPPURAM,KERALA,N
676514,MALAPPURAM,KERALA,N
673642,MALAPPURAM,KERALA,N
673649,MALAPPURAM,KERALA,N
673645,MALAPPURAM,KERALA,N
676509,MALAPPURAM,KERALA,N
673638,MALAPPURAM,KERALA,N
673638,MALAPPURAM,KERALA,N
676122,MALAPPURAM,KERALA,N
673638,MALAPPURAM,KERALA,N
676122,MALAPPURAM,KERALA,N
673642,MALAPPURAM,KERALA,N
673638,MALAPPURAM,KERALA,N
673642,MALAPPURAM,KERALA,N
673645,MALAPPURAM,KERALA,N
673641,MALAPPURAM,KERALA,N
673639,MALAPPURAM,KERALA,N
676521,MALAPPURAM,KERALA,N
676521,MALAPPURAM,KERALA,N
676521,MALAPPURAM,KERALA,N
676541,MALAPPURAM,KERALA,N
676122,MALAPPURAM,KERALA,N
676123,MALAPPURAM,KERALA,N
676123,MALAPPURAM,KERALA,N
676519,MALAPPURAM,KERALA,N
676122,MALAPPURAM,KERALA,N
676541,MALAPPURAM,KERALA,N
676509,MALAPPURAM,KERALA,N
673639,MALAPPURAM,KERALA,N
676517,MALAPPURAM,KERALA,N
679327,MALAPPURAM,KERALA,N
673639,MALAPPURAM,KERALA,N
679339,MALAPPURAM,KERALA,N
673641,MALAPPURAM,KERALA,N
676122,MALAPPURAM,KERALA,N
673634,MALAPPURAM,KERALA,N
676126,MALAPPURAM,KERALA,N
673641,MALAPPURAM,KERALA,N
673639,MALAPPURAM,KERALA,N
673638,MALAPPURAM,KERALA,N
676127,MALAPPURAM,KERALA,N
673641,MALAPPURAM,KERALA,N
673639,MALAPPURAM,KERALA,N
676122,MALAPPURAM,KERALA,N
673639,MALAPPURAM,KERALA,N
673637,MALAPPURAM,KERALA,N
673651,MALAPPURAM,KERALA,N
676521,MALAPPURAM,KERALA,N
673640,MALAPPURAM,KERALA,N
676517,MALAPPURAM,KERALA,N
673639,MALAPPURAM,KERALA,N
673652,MALAPPURAM,KERALA,N
676123,MALAPPURAM,KERALA,N
673637,MALAPPURAM,KERALA,N
676525,MALAPPURAM,KERALA,N
679332,MALAPPURAM,KERALA,N
679339,MALAPPURAM,KERALA,N
676525,MALAPPURAM,KERALA,N
676525,MALAPPURAM,KERALA,N
676525,MALAPPURAM,KERALA,N
679329,MALAPPURAM,KERALA,N
679334,MALAPPURAM,KERALA,N
679342,MALAPPURAM,KERALA,N
679328,MALAPPURAM,KERALA,N
679332,MALAPPURAM,KERALA,N
679355,MALAPPURAM,KERALA,N
679332,MALAPPURAM,KERALA,N
679334,MALAPPURAM,KERALA,N
679331,MALAPPURAM,KERALA,N
679329,MALAPPURAM,KERALA,N
679343,MALAPPURAM,KERALA,N
679334,MALAPPURAM,KERALA,N
676525,MALAPPURAM,KERALA,N
676523,MALAPPURAM,KERALA,N
676525,MALAPPURAM,KERALA,N
676523,MALAPPURAM,KERALA,N
679333,MALAPPURAM,KERALA,N
679328,MALAPPURAM,KERALA,N
679339,MALAPPURAM,KERALA,N
679333,MALAPPURAM,KERALA,N
679331,MALAPPURAM,KERALA,N
679344,MALAPPURAM,KERALA,N
676523,MALAPPURAM,KERALA,N
679332,MALAPPURAM,KERALA,N
676525,MALAPPURAM,KERALA,N
679339,MALAPPURAM,KERALA,N
679331,MALAPPURAM,KERALA,N
679334,MALAPPURAM,KERALA,N
676523,MALAPPURAM,KERALA,N
676542,MALAPPURAM,KERALA,N
676542,MALAPPURAM,KERALA,N
679332,MALAPPURAM,KERALA,N
679333,MALAPPURAM,KERALA,N
679332,MALAPPURAM,KERALA,N
679333,MALAPPURAM,KERALA,N
676542,MALAPPURAM,KERALA,N
679331,MALAPPURAM,KERALA,N
679331,MALAPPURAM,KERALA,N
679334,MALAPPURAM,KERALA,N
679328,MALAPPURAM,KERALA,N
679330,MALAPPURAM,KERALA,N
679333,MALAPPURAM,KERALA,N
676525,MALAPPURAM,KERALA,N
679330,MALAPPURAM,KERALA,N
679329,MALAPPURAM,KERALA,N
679334,MALAPPURAM,KERALA,N
679327,MALAPPURAM,KERALA,N
679331,MALAPPURAM,KERALA,N
679330,MALAPPURAM,KERALA,N
679334,MALAPPURAM,KERALA,N
679334,MALAPPURAM,KERALA,N
679332,MALAPPURAM,KERALA,N
679334,MALAPPURAM,KERALA,N
679327,MALAPPURAM,KERALA,N
676525,MALAPPURAM,KERALA,N
676542,MALAPPURAM,KERALA,N
676523,MALAPPURAM,KERALA,N
679328,MALAPPURAM,KERALA,N
679330,MALAPPURAM,KERALA,N
679332,MALAPPURAM,KERALA,N
676523,MALAPPURAM,KERALA,N
679331,MALAPPURAM,KERALA,N
679348,MALAPPURAM,KERALA,N
679327,MALAPPURAM,KERALA,N
679354,MALAPPURAM,KERALA,N
679339,MALAPPURAM,KERALA,N
676542,MALAPPURAM,KERALA,N
679339,MALAPPURAM,KERALA,N
679333,MALAPPURAM,KERALA,N
679327,MALAPPURAM,KERALA,N
679328,MALAPPURAM,KERALA,N
679357,MALAPPURAM,KERALA,N
679322,MALAPPURAM,KERALA,N
679357,MALAPPURAM,KERALA,N
679321,MALAPPURAM,KERALA,N
679321,MALAPPURAM,KERALA,N
679322,MALAPPURAM,KERALA,N
676504,MALAPPURAM,KERALA,N
679323,MALAPPURAM,KERALA,N
679323,MALAPPURAM,KERALA,N
679325,MALAPPURAM,KERALA,N
679321,MALAPPURAM,KERALA,N
679340,MALAPPURAM,KERALA,N
679326,MALAPPURAM,KERALA,N
679326,MALAPPURAM,KERALA,N
679340,MALAPPURAM,KERALA,N
679340,MALAPPURAM,KERALA,N
679324,MALAPPURAM,KERALA,N
679326,MALAPPURAM,KERALA,N
679325,MALAPPURAM,KERALA,N
676504,MALAPPURAM,KERALA,N
679338,MALAPPURAM,KERALA,N
679324,MALAPPURAM,KERALA,N
676506,MALAPPURAM,KERALA,N
679322,MALAPPURAM,KERALA,N
679338,MALAPPURAM,KERALA,N
676507,MALAPPURAM,KERALA,N
679357,MALAPPURAM,KERALA,N
679324,MALAPPURAM,KERALA,N
679324,MALAPPURAM,KERALA,N
679325,MALAPPURAM,KERALA,N
679322,MALAPPURAM,KERALA,N
679326,MALAPPURAM,KERALA,N
679338,MALAPPURAM,KERALA,N
676506,MALAPPURAM,KERALA,N
679326,MALAPPURAM,KERALA,N
679338,MALAPPURAM,KERALA,N
679340,MALAPPURAM,KERALA,N
679338,MALAPPURAM,KERALA,N
679338,MALAPPURAM,KERALA,N
679338,MALAPPURAM,KERALA,N
679321,MALAPPURAM,KERALA,N
679322,MALAPPURAM,KERALA,N
679325,MALAPPURAM,KERALA,N
676506,MALAPPURAM,KERALA,N
679322,MALAPPURAM,KERALA,N
679322,MALAPPURAM,KERALA,N
676507,MALAPPURAM,KERALA,N
679322,MALAPPURAM,KERALA,N
679325,MALAPPURAM,KERALA,N
679323,MALAPPURAM,KERALA,N
679321,MALAPPURAM,KERALA,N
679321,MALAPPURAM,KERALA,N
679350,MALAPPURAM,KERALA,N
679322,MALAPPURAM,KERALA,N
679352,MALAPPURAM,KERALA,N
679325,MALAPPURAM,KERALA,N
679325,MALAPPURAM,KERALA,N
679357,MALAPPURAM,KERALA,N
679351,MALAPPURAM,KERALA,N
679324,MALAPPURAM,KERALA,N
679325,MALAPPURAM,KERALA,N
679357,MALAPPURAM,KERALA,N
679323,MALAPPURAM,KERALA,N
679324,MALAPPURAM,KERALA,N
676507,MALAPPURAM,KERALA,N
679357,MALAPPURAM,KERALA,N
679324,MALAPPURAM,KERALA,N
679326,MALAPPURAM,KERALA,N
679338,MALAPPURAM,KERALA,N
679325,MALAPPURAM,KERALA,N
679326,MALAPPURAM,KERALA,N
679321,MALAPPURAM,KERALA,N
679585,MALAPPURAM,KERALA,N
679573,MALAPPURAM,KERALA,N
679594,MALAPPURAM,KERALA,N
679576,MALAPPURAM,KERALA,N
679580,MALAPPURAM,KERALA,N
679589,MALAPPURAM,KERALA,N
679575,MALAPPURAM,KERALA,N
679576,MALAPPURAM,KERALA,N
679587,MALAPPURAM,KERALA,N
679579,MALAPPURAM,KERALA,N
679573,MALAPPURAM,KERALA,N
679582,MALAPPURAM,KERALA,N
679586,MALAPPURAM,KERALA,N
679582,MALAPPURAM,KERALA,N
679584,MALAPPURAM,KERALA,N
679584,MALAPPURAM,KERALA,N
679591,MALAPPURAM,KERALA,N
679576,MALAPPURAM,KERALA,N
679581,MALAPPURAM,KERALA,N
679574,MALAPPURAM,KERALA,N
679578,MALAPPURAM,KERALA,N
679575,MALAPPURAM,KERALA,N
679575,MALAPPURAM,KERALA,N
679573,MALAPPURAM,KERALA,N
679591,MALAPPURAM,KERALA,N
679579,MALAPPURAM,KERALA,N
679579,MALAPPURAM,KERALA,N
679576,MALAPPURAM,KERALA,N
679580,MALAPPURAM,KERALA,N
679574,MALAPPURAM,KERALA,N
679576,MALAPPURAM,KERALA,N
679577,MALAPPURAM,KERALA,N
679583,MALAPPURAM,KERALA,N
679586,MALAPPURAM,KERALA,N
679584,MALAPPURAM,KERALA,N
679576,MALAPPURAM,KERALA,N
679573,MALAPPURAM,KERALA,N
679573,MALAPPURAM,KERALA,N
679578,MALAPPURAM,KERALA,N
679579,MALAPPURAM,KERALA,N
679340,MALAPPURAM,KERALA,N
676102,MALAPPURAM,KERALA,N
676301,MALAPPURAM,KERALA,N
676310,MALAPPURAM,KERALA,N
676106,MALAPPURAM,KERALA,N
676102,MALAPPURAM,KERALA,N
676110,MALAPPURAM,KERALA,N
676503,MALAPPURAM,KERALA,N
676503,MALAPPURAM,KERALA,N
676561,MALAPPURAM,KERALA,N
676111,MALAPPURAM,KERALA,N
676510,MALAPPURAM,KERALA,N
676108,MALAPPURAM,KERALA,N
676501,MALAPPURAM,KERALA,N
676552,MALAPPURAM,KERALA,N
676554,MALAPPURAM,KERALA,N
676503,MALAPPURAM,KERALA,N
679572,MALAPPURAM,KERALA,N
676103,MALAPPURAM,KERALA,N
676553,MALAPPURAM,KERALA,N
676553,MALAPPURAM,KERALA,N
676551,MALAPPURAM,KERALA,N
676556,MALAPPURAM,KERALA,N
676551,MALAPPURAM,KERALA,N
676553,MALAPPURAM,KERALA,N
676552,MALAPPURAM,KERALA,N
679571,MALAPPURAM,KERALA,N
676561,MALAPPURAM,KERALA,N
676307,MALAPPURAM,KERALA,N
676501,MALAPPURAM,KERALA,N
676503,MALAPPURAM,KERALA,N
676551,MALAPPURAM,KERALA,N
676301,MALAPPURAM,KERALA,N
676562,MALAPPURAM,KERALA,N
676501,MALAPPURAM,KERALA,N
679571,MALAPPURAM,KERALA,N
676503,MALAPPURAM,KERALA,N
676561,MALAPPURAM,KERALA,N
676105,MALAPPURAM,KERALA,N
676553,MALAPPURAM,KERALA,N
676528,MALAPPURAM,KERALA,N
676307,MALAPPURAM,KERALA,N
676561,MALAPPURAM,KERALA,N
679592,MALAPPURAM,KERALA,N
676109,MALAPPURAM,KERALA,N
676528,MALAPPURAM,KERALA,N
676313,MALAPPURAM,KERALA,N
676105,MALAPPURAM,KERALA,N
676562,MALAPPURAM,KERALA,N
676302,MALAPPURAM,KERALA,N
676503,MALAPPURAM,KERALA,N
676551,MALAPPURAM,KERALA,N
676503,MALAPPURAM,KERALA,N
676502,MALAPPURAM,KERALA,N
676302,MALAPPURAM,KERALA,N
676553,MALAPPURAM,KERALA,N
679571,MALAPPURAM,KERALA,N
679571,MALAPPURAM,KERALA,N
679588,MALAPPURAM,KERALA,N
676528,MALAPPURAM,KERALA,N
676106,MALAPPURAM,KERALA,N
676107,MALAPPURAM,KERALA,N
676102,MALAPPURAM,KERALA,N
676102,MALAPPURAM,KERALA,N
676552,MALAPPURAM,KERALA,N
676552,MALAPPURAM,KERALA,N
676102,MALAPPURAM,KERALA,N
676302,MALAPPURAM,KERALA,N
676501,MALAPPURAM,KERALA,N
676503,MALAPPURAM,KERALA,N
676510,MALAPPURAM,KERALA,N
676307,MALAPPURAM,KERALA,N
676302,MALAPPURAM,KERALA,N
676302,MALAPPURAM,KERALA,N
676103,MALAPPURAM,KERALA,N
676551,MALAPPURAM,KERALA,N
676105,MALAPPURAM,KERALA,N
676301,MALAPPURAM,KERALA,N
676101,MALAPPURAM,KERALA,N
676101,MALAPPURAM,KERALA,N
676557,MALAPPURAM,KERALA,N
676104,MALAPPURAM,KERALA,N
676108,MALAPPURAM,KERALA,N
676552,MALAPPURAM,KERALA,N
676502,MALAPPURAM,KERALA,N
676552,MALAPPURAM,KERALA,N
676551,MALAPPURAM,KERALA,N
676552,MALAPPURAM,KERALA,N
676106,MALAPPURAM,KERALA,N
676102,MALAPPURAM,KERALA,N
676102,MALAPPURAM,KERALA,N
676102,MALAPPURAM,KERALA,N
676301,MALAPPURAM,KERALA,N
676305,MALAPPURAM,KERALA,N
676303,MALAPPURAM,KERALA,N
676312,MALAPPURAM,KERALA,N
673635,MALAPPURAM,KERALA,N
673634,MALAPPURAM,KERALA,N
673636,MALAPPURAM,KERALA,N
676306,MALAPPURAM,KERALA,N
676304,MALAPPURAM,KERALA,N
676319,MALAPPURAM,KERALA,N
676508,MALAPPURAM,KERALA,N
676304,MALAPPURAM,KERALA,N
673314,MALAPPURAM,KERALA,N
676306,MALAPPURAM,KERALA,N
676318,MALAPPURAM,KERALA,N
676305,MALAPPURAM,KERALA,N
676304,MALAPPURAM,KERALA,N
673638,MALAPPURAM,KERALA,N
676309,MALAPPURAM,KERALA,N
673634,MALAPPURAM,KERALA,N
676306,MALAPPURAM,KERALA,N
676319,MALAPPURAM,KERALA,N
673638,MALAPPURAM,KERALA,N
676305,MALAPPURAM,KERALA,N
676306,MALAPPURAM,KERALA,N
676311,MALAPPURAM,KERALA,N
676311,MALAPPURAM,KERALA,N
676320,MALAPPURAM,KERALA,N
676303,MALAPPURAM,KERALA,N
676306,MALAPPURAM,KERALA,N
676320,MALAPPURAM,KERALA,N
676515,MALAPPURAM,KERALA,N
676519,MALAPPURAM,KERALA,N
673653,MALAPPURAM,KERALA,N
676306,MALAPPURAM,KERALA,N
676315,MALAPPURAM,KERALA,N
676303,MALAPPURAM,KERALA,N
673638,MALAPPURAM,KERALA,N
673636,MALAPPURAM,KERALA,N
676320,MALAPPURAM,KERALA,N
673636,MALAPPURAM,KERALA,N
676511,MALAPPURAM,KERALA,N
676306,MALAPPURAM,KERALA,N
676306,MALAPPURAM,KERALA,N
676303,MALAPPURAM,KERALA,N
676303,MALAPPURAM,KERALA,N
676508,MALAPPURAM,KERALA,N
676308,MALAPPURAM,KERALA,N
673314,MALAPPURAM,KERALA,N
673314,MALAPPURAM,KERALA,N
676317,MALAPPURAM,KERALA,N
676317,MALAPPURAM,KERALA,N
676304,MALAPPURAM,KERALA,N
676508,MALAPPURAM,KERALA,N
678581,PALAKKAD,KERALA,N
679513,PALAKKAD,KERALA,N
679501,PALAKKAD,KERALA,N
679337,PALAKKAD,KERALA,N
678005,PALAKKAD,KERALA,N
678582,PALAKKAD,KERALA,N
679337,PALAKKAD,KERALA,N
679505,PALAKKAD,KERALA,N
678582,PALAKKAD,KERALA,N
679303,PALAKKAD,KERALA,N
679103,PALAKKAD,KERALA,N
679501,PALAKKAD,KERALA,N
679533,PALAKKAD,KERALA,N
679506,PALAKKAD,KERALA,N
679337,PALAKKAD,KERALA,N
679514,PALAKKAD,KERALA,N
678593,PALAKKAD,KERALA,N
678601,PALAKKAD,KERALA,N
678632,PALAKKAD,KERALA,N
678601,PALAKKAD,KERALA,N
678595,PALAKKAD,KERALA,N
679513,PALAKKAD,KERALA,N
679102,PALAKKAD,KERALA,N
678601,PALAKKAD,KERALA,N
678595,PALAKKAD,KERALA,N
679502,PALAKKAD,KERALA,N
679102,PALAKKAD,KERALA,N
678633,PALAKKAD,KERALA,N
679304,PALAKKAD,KERALA,N
679309,PALAKKAD,KERALA,N
678593,PALAKKAD,KERALA,N
678682,PALAKKAD,KERALA,N
678544,PALAKKAD,KERALA,N
678573,PALAKKAD,KERALA,N
678572,PALAKKAD,KERALA,N
678721,PALAKKAD,KERALA,N
678702,PALAKKAD,KERALA,N
678704,PALAKKAD,KERALA,N
678702,PALAKKAD,KERALA,N
678709,PALAKKAD,KERALA,N
678546,PALAKKAD,KERALA,N
678507,PALAKKAD,KERALA,N
678702,PALAKKAD,KERALA,N
678686,PALAKKAD,KERALA,N
678702,PALAKKAD,KERALA,N
678543,PALAKKAD,KERALA,N
678684,PALAKKAD,KERALA,N
678681,PALAKKAD,KERALA,N
678684,PALAKKAD,KERALA,N
678572,PALAKKAD,KERALA,N
678681,PALAKKAD,KERALA,N
678721,PALAKKAD,KERALA,N
678689,PALAKKAD,KERALA,N
678685,PALAKKAD,KERALA,N
678571,PALAKKAD,KERALA,N
678703,PALAKKAD,KERALA,N
678705,PALAKKAD,KERALA,N
678684,PALAKKAD,KERALA,N
678722,PALAKKAD,KERALA,N
678508,PALAKKAD,KERALA,N
678508,PALAKKAD,KERALA,N
678506,PALAKKAD,KERALA,N
678508,PALAKKAD,KERALA,N
678548,PALAKKAD,KERALA,N
678684,PALAKKAD,KERALA,N
678544,PALAKKAD,KERALA,N
678575,PALAKKAD,KERALA,N
678506,PALAKKAD,KERALA,N
678573,PALAKKAD,KERALA,N
678686,PALAKKAD,KERALA,N
678574,PALAKKAD,KERALA,N
678542,PALAKKAD,KERALA,N
678702,PALAKKAD,KERALA,N
678545,PALAKKAD,KERALA,N
678687,PALAKKAD,KERALA,N
678547,PALAKKAD,KERALA,N
678687,PALAKKAD,KERALA,N
678671,PALAKKAD,KERALA,N
678722,PALAKKAD,KERALA,N
678683,PALAKKAD,KERALA,N
678706,PALAKKAD,KERALA,N
678572,PALAKKAD,KERALA,N
678506,PALAKKAD,KERALA,N
678671,PALAKKAD,KERALA,N
678541,PALAKKAD,KERALA,N
678683,PALAKKAD,KERALA,N
678703,PALAKKAD,KERALA,N
678706,PALAKKAD,KERALA,N
678574,PALAKKAD,KERALA,N
678702,PALAKKAD,KERALA,N
678682,PALAKKAD,KERALA,N
678510,PALAKKAD,KERALA,N
678541,PALAKKAD,KERALA,N
678683,PALAKKAD,KERALA,N
678706,PALAKKAD,KERALA,N
678572,PALAKKAD,KERALA,N
678542,PALAKKAD,KERALA,N
678543,PALAKKAD,KERALA,N
678706,PALAKKAD,KERALA,N
678571,PALAKKAD,KERALA,N
678574,PALAKKAD,KERALA,N
678702,PALAKKAD,KERALA,N
678706,PALAKKAD,KERALA,N
678702,PALAKKAD,KERALA,N
678683,PALAKKAD,KERALA,N
678572,PALAKKAD,KERALA,N
678545,PALAKKAD,KERALA,N
678571,PALAKKAD,KERALA,N
678682,PALAKKAD,KERALA,N
678510,PALAKKAD,KERALA,N
678543,PALAKKAD,KERALA,N
678502,PALAKKAD,KERALA,N
678506,PALAKKAD,KERALA,N
678506,PALAKKAD,KERALA,N
678554,PALAKKAD,KERALA,N
678556,PALAKKAD,KERALA,N
678510,PALAKKAD,KERALA,N
678508,PALAKKAD,KERALA,N
678508,PALAKKAD,KERALA,N
678102,PALAKKAD,KERALA,N
678101,PALAKKAD,KERALA,N
678508,PALAKKAD,KERALA,N
678558,PALAKKAD,KERALA,N
678512,PALAKKAD,KERALA,N
678508,PALAKKAD,KERALA,N
678534,PALAKKAD,KERALA,N
678503,PALAKKAD,KERALA,N
678532,PALAKKAD,KERALA,N
678508,PALAKKAD,KERALA,N
678506,PALAKKAD,KERALA,N
678506,PALAKKAD,KERALA,N
678506,PALAKKAD,KERALA,N
678557,PALAKKAD,KERALA,N
678688,PALAKKAD,KERALA,N
678101,PALAKKAD,KERALA,N
678553,PALAKKAD,KERALA,N
678507,PALAKKAD,KERALA,N
678507,PALAKKAD,KERALA,N
678534,PALAKKAD,KERALA,N
678508,PALAKKAD,KERALA,N
678508,PALAKKAD,KERALA,N
678557,PALAKKAD,KERALA,N
678555,PALAKKAD,KERALA,N
678505,PALAKKAD,KERALA,N
678688,PALAKKAD,KERALA,N
678556,PALAKKAD,KERALA,N
678506,PALAKKAD,KERALA,N
678508,PALAKKAD,KERALA,N
678503,PALAKKAD,KERALA,N
678555,PALAKKAD,KERALA,N
678508,PALAKKAD,KERALA,N
678102,PALAKKAD,KERALA,N
678102,PALAKKAD,KERALA,N
678553,PALAKKAD,KERALA,N
678103,PALAKKAD,KERALA,N
678661,PALAKKAD,KERALA,N
678504,PALAKKAD,KERALA,N
678508,PALAKKAD,KERALA,N
678534,PALAKKAD,KERALA,N
678557,PALAKKAD,KERALA,N
678103,PALAKKAD,KERALA,N
678582,PALAKKAD,KERALA,N
678581,PALAKKAD,KERALA,N
678601,PALAKKAD,KERALA,N
678583,PALAKKAD,KERALA,N
678583,PALAKKAD,KERALA,N
678762,PALAKKAD,KERALA,N
678595,PALAKKAD,KERALA,N
678598,PALAKKAD,KERALA,N
678598,PALAKKAD,KERALA,N
678581,PALAKKAD,KERALA,N
678632,PALAKKAD,KERALA,N
678593,PALAKKAD,KERALA,N
678761,PALAKKAD,KERALA,N
678589,PALAKKAD,KERALA,N
678583,PALAKKAD,KERALA,N
678583,PALAKKAD,KERALA,N
678601,PALAKKAD,KERALA,N
678762,PALAKKAD,KERALA,N
678581,PALAKKAD,KERALA,N
678582,PALAKKAD,KERALA,N
678581,PALAKKAD,KERALA,N
678601,PALAKKAD,KERALA,N
678591,PALAKKAD,KERALA,N
678581,PALAKKAD,KERALA,N
678601,PALAKKAD,KERALA,N
678582,PALAKKAD,KERALA,N
678596,PALAKKAD,KERALA,N
678583,PALAKKAD,KERALA,N
678596,PALAKKAD,KERALA,N
678591,PALAKKAD,KERALA,N
678591,PALAKKAD,KERALA,N
678595,PALAKKAD,KERALA,N
678581,PALAKKAD,KERALA,N
678597,PALAKKAD,KERALA,N
678605,PALAKKAD,KERALA,N
678581,PALAKKAD,KERALA,N
678583,PALAKKAD,KERALA,N
678632,PALAKKAD,KERALA,N
678581,PALAKKAD,KERALA,N
678583,PALAKKAD,KERALA,N
678583,PALAKKAD,KERALA,N
678583,PALAKKAD,KERALA,N
678582,PALAKKAD,KERALA,N
678581,PALAKKAD,KERALA,N
678582,PALAKKAD,KERALA,N
678583,PALAKKAD,KERALA,N
678591,PALAKKAD,KERALA,N
678593,PALAKKAD,KERALA,N
